EDAD,Básico,Pér. Org.,Muerte Acc,Muerte Acc Col,Invalidez,Otros,Certificados,Reaseguro
36, 704 , -   , -   , -   , -   , -   ,1,Facultativo
59, 705 , -   , -   , -   , -   , -   ,1,Automático
71, 709 , -   , -   , -   , -   , -   ,1,Automático
35, 710 , -   , -   , -   , 710 , -   ,1,Automático
46, 712 , -   , -   , -   , 712 , -   ,1,Automático
49, 712 , -   , -   , -   , 712 , -   ,1,Automático
55, 713 , -   , -   , -   , -   , -   ,1,Automático
36, 714 , -   , -   , -   , 714 , -   ,1,Automático
45, 714 , -   , -   , -   , -   , -   ,1,Automático
63, 715 , -   , -   , -   , -   , -   , 1 ,Automático
36, 716 , -   , -   , -   , -   , -   ,1,Automático
63, 717 , -   , -   , -   , -   , -   , 1 ,Automático
40, 720 , -   , -   , -   , 720 , -   ,1,Automático
52, 721 , -   , -   , -   , -   , -   ,1,Automático
50, 723 , -   , -   , -   , -   , -   ,1,Automático
58, 724 , -   , -   , -   , -   , -   ,1,Automático
35, 724 , -   , -   , -   , 724 , -   ,1,Automático
43, 726 , -   , -   , -   , 726 , -   ,1,Automático
75, 728 , -   , -   , -   , -   , -   ,1,Automático
63, 729 , -   , -   , -   , -   , -   , 1 ,Automático
41, 733 , -   , -   , -   , -   , -   ,1,Automático
56, 735 , -   , -   , -   , -   , -   ,1,Automático
34, 745 , -   , -   , -   , -   , -   ,1,Automático
62, 746 , -   , -   , -   , -   , -   , 1 ,Automático
50, 747 , -   , -   , -   , -   , -   ,1,Automático
40, 749 , -   , -   , -   , -   , -   ,1,Automático
51, 750 , -   , -   , -   , -   , -   ,1,Automático
61, 751 , -   , -   , -   , -   , -   ,1,Facultativo
23, 757 , -   , -   , -   , -   , -   ,1,Automático
42, 761 , -   , -   , -   , -   , -   ,1,Automático
40, 762 , -   , -   , -   , -   , -   ,2,Automático
66, 764 , -   , -   , -   , -   , -   , 1 ,Automático
33, 766 , -   , -   , -   , -   , -   ,2,Automático
40, 768 , -   , -   , -   , 768 , -   ,1,Automático
49, 770 , -   , -   , -   , 770 , -   ,2,Automático
78, 774 , -   , -   , -   , -   , -   ,1,Automático
57, 774 , -   , -   , -   , -   , -   ,1,Automático
57, 775 , -   , -   , -   , 775 , -   ,1,Automático
47, 777 , -   , -   , -   , -   , -   ,1,Facultativo
49, 779 , -   , -   , -   , -   , -   ,1,Facultativo
40, 780 , -   , -   , -   , -   , -   ,1,Automático
84, 789 , -   , -   , -   , 789 , -   ,1,Automático
58, 789 , -   , -   , -   , -   , -   ,1,Automático
44, 793 , -   , -   , -   , -   , -   ,2,Automático
45, 798 , -   , -   , -   , -   , -   ,2,Automático
43, 800 , -   , -   , -   , -   , -   ,1,Automático
41, 801 , -   , -   , -   , -   , -   ,1,Automático
51, 802 , -   , -   , -   , -   , -   ,1,Automático
58, 804 , -   , -   , -   , -   , -   ,1,Automático
38, 805 , -   , -   , -   , -   , -   ,1,Facultativo
62, 809 , -   , -   , -   , -   , -   , 1 ,Automático
43, 810 , -   , -   , -   , -   , -   ,1,Automático
48, 813 , -   , -   , -   , -   , -   ,2,Automático
52, 816 , -   , -   , -   , 816 , -   ,1,Automático
26, 821 , -   , -   , -   , 821 , -   ,1,Automático
46, 822 , -   , -   , -   , 822 , -   ,1,Automático
68, 826 , -   , -   , -   , -   , -   ,1,Automático
30, 826 , -   , -   , -   , 826 , -   ,1,Automático
36, 829 , -   , -   , -   , -   , -   ,1,Automático
30, 836 , -   , -   , -   , -   , -   ,1,Automático
31, 845 , -   , -   , -   , -   , -   ,1,Facultativo
45, 848 , -   , -   , -   , -   , -   ,1,Automático
44, 849 , -   , -   , -   , -   , -   ,1,Automático
53, 856 , -   , -   , -   , 856 , -   ,1,Automático
64, 857 , -   , -   , -   , -   , -   , 1 ,Automático
49, 858 , -   , -   , -   , -   , -   ,1,Automático
38, 862 , -   , -   , -   , -   , -   ,1,Automático
65, 865 , -   , -   , -   , -   , -   , 1 ,Automático
40, 870 , -   , -   , -   , -   , -   ,1,Automático
37, 871 , -   , -   , -   , -   , -   ,1,Facultativo
35, 873 , -   , -   , -   , -   , -   ,1,Automático
25, 874 , -   , -   , -   , -   , -   ,1,Automático
51, 875 , -   , -   , -   , -   , -   ,1,Automático
40, 877 , -   , -   , -   , -   , -   ,1,Automático
41, 877 , -   , -   , -   , -   , -   ,1,Automático
54, 891 , -   , -   , -   , -   , -   ,1,Automático
31, 902 , -   , -   , -   , -   , -   ,2,Automático
43, 902 , -   , -   , -   , -   , -   ,1,Automático
29, 904 , -   , -   , -   , -   , -   ,1,Automático
68, 905 , -   , -   , -   , -   , -   ,1,Automático
55, 906 , -   , -   , -   , -   , -   ,1,Facultativo
23, 908 , -   , -   , -   , -   , -   ,1,Automático
41, 912 , -   , -   , -   , 912 , -   ,1,Automático
37, 912 , -   , -   , -   , -   , -   ,1,Facultativo
39, 913 , -   , -   , -   , -   , -   ,1,Automático
40, 913 , -   , -   , -   , -   , -   ,1,Facultativo
57, 914 , -   , -   , -   , -   , -   ,1,Automático
45, 919 , -   , -   , -   , -   , -   ,1,Automático
30, 920 , -   , -   , -   , -   , 250 ,1,Automático
43, 921 , -   , -   , -   , -   , -   ,1,Automático
52, 925 , -   , -   , -   , 925 , -   ,1,Automático
61, 925 , -   , -   , -   , -   , -   ,1,Automático
52, 930 , -   , -   , -   , -   , -   ,1,Automático
31, 935 , -   , -   , -   , -   , -   ,1,Automático
24, 943 , -   , -   , -   , -   , -   ,1,Automático
56, 945 , -   , -   , -   , -   , -   ,1,Automático
61, 945 , -   , -   , -   , -   , -   ,1,Automático
53, 947 , -   , -   , -   , -   , -   ,1,Automático
34, 948 , -   , -   , -   , -   , 250 ,1,Automático
43, 948 , -   , -   , -   , -   , -   ,1,Automático
35, 950 , -   , -   , -   , -   , -   ,1,Automático
47, 950 , -   , -   , -   , -   , -   ,1,Automático
33, 951 , -   , -   , -   , -   , -   ,1,Automático
53, 953 , -   , -   , -   , -   , -   ,1,Automático
30, 955 , -   , -   , -   , -   , -   ,1,Automático
45, 956 , -   , -   , -   , -   , -   ,1,Automático
66, 957 , -   , -   , -   , -   , -   , 1 ,Automático
67, 961 , -   , -   , -   , -   , -   ,1,Automático
25, 962 , -   , -   , -   , -   , -   ,1,Automático
38, 963 , -   , -   , -   , -   , -   ,1,Automático
39, 965 , -   , -   , -   , -   , -   ,1,Automático
30, 969 , -   , -   , -   , -   , -   ,1,Automático
35, 970 , -   , -   , -   , -   , -   ,1,Automático
45, 970 , -   , -   , -   , -   , -   ,1,Automático
50, 977 , -   , -   , -   , 977 , -   ,1,Automático
61, 979 , -   , -   , -   , -   , -   ,1,Automático
39, 980 , -   , -   , -   , -   , -   ,1,Automático
42, 982 , -   , -   , -   , -   , -   ,1,Automático
56, 986 , -   , -   , -   , 986 , -   ,1,Automático
40, 989 , -   , -   , -   , 989 , -   ,1,Automático
45, 991 , -   , -   , -   , -   , -   ,1,Automático
46, 992 , -   , -   , -   , -   , -   ,1,Automático
52, 993 , -   , -   , -   , 993 , -   ,1,Automático
49, 997 , -   , -   , -   , -   , -   ,1,Automático
59, 997 , -   , -   , -   , -   , -   ,1,Automático
61, 999 , -   , -   , -   , -   , -   ,1,Automático
40," 1,000 ", -   , -   , -   , -   , -   ,179,Automático
61," 1,002 ", -   , -   , -   , -   , -   ,1,Automático
70," 1,003 ", -   , -   , -   , -   , -   ,1,Automático
55," 1,005 ", -   , -   , -   , -   , -   ,1,Automático
56," 1,006 ", -   , -   , -   , -   , -   ,1,Automático
53," 1,008 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,009 ", -   , -   , -   ," 1,009 ", -   ,1,Automático
59," 1,009 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 1,011 ", -   , -   , -   ," 1,011 ", -   ,1,Automático
30," 1,012 ", -   , -   , -   ," 1,012 ", -   ,2,Automático
41," 1,012 ", -   , -   , -   ," 1,012 ", -   ,1,Automático
41," 1,013 ", -   , -   , -   , -   , -   ,1,Automático
46," 1,014 ", -   , -   , -   , -   , -   ,1,Automático
37," 1,014 ", -   , -   , -   , -   , -   ,1,Automático
38," 1,014 ", -   , -   , -   ," 1,014 ", -   ,1,Automático
40," 1,020 ", -   , -   , -   , -   , -   ,1,Automático
40," 1,020 ", -   , -   , -   , -   , -   ,2,Automático
51," 1,022 ", -   , -   , -   , -   , -   ,1,Automático
34," 1,024 ", -   , -   , -   ," 1,024 ", -   ,1,Automático
28," 1,026 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,027 ", -   , -   , -   , -   , -   ,1,Automático
54," 1,028 ", -   , -   , -   , -   , -   ,1,Automático
45," 1,030 ", -   , -   , -   , -   , -   ,1,Automático
67," 1,031 ", -   , -   , -   , -   , -   ,1,Automático
41," 1,032 ", -   , -   , -   , -   , -   ,1,Automático
40," 1,034 ", -   , -   , -   , -   , -   ,1,Automático
56," 1,035 ", -   , -   , -   , -   , -   ,1,Automático
54," 1,037 ", -   , -   , -   , -   , -   ,1,Automático
40," 1,038 ", -   , -   , -   , -   , -   ,1,Automático
48," 1,040 ", -   , -   , -   , -   , -   ,1,Automático
29," 1,043 ", -   , -   , -   , -   , -   ,1,Automático
42," 1,047 ", -   , -   , -   , -   , -   ,1,Automático
51," 1,047 ", -   , -   , -   , -   , -   ,1,Automático
48," 1,049 ", -   , -   , -   , -   , -   ,2,Automático
36," 1,050 ", -   , -   , -   , -   , -   ,1,Automático
37," 1,050 ", -   , -   , -   , -   , -   ,1,Automático
78," 1,051 ", -   , -   , -   , -   , -   ,1,Automático
42," 1,051 ", -   , -   , -   , -   , -   ,1,Automático
71," 1,051 ", -   , -   , -   , -   , -   ,2,Automático
34," 1,052 ", -   , -   , -   ," 1,052 ", -   ,1,Automático
62," 1,053 ", -   , -   , -   , -   , -   , 1 ,Automático
31," 1,056 ", -   , -   , -   ," 1,056 ", -   ,1,Automático
44," 1,060 ", -   , -   , -   , -   , -   ,1,Automático
36," 1,062 ", -   , -   , -   ," 1,062 ", -   ,1,Automático
41," 1,062 ", -   , -   , -   ," 1,062 ", -   ,1,Automático
35," 1,067 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,067 ", -   , -   , -   ," 1,067 ", -   ,1,Automático
39," 1,073 ", -   , -   , -   ," 1,073 ", -   ,1,Automático
38," 1,074 ", -   , -   , -   , -   , -   ,1,Automático
34," 1,074 ", -   , -   , -   , -   , -   ,1,Automático
52," 1,075 ", -   , -   , -   , -   , -   ,1,Automático
23," 1,082 ", -   , -   , -   , -   , -   ,1,Automático
38," 1,092 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,097 ", -   , -   , -   , -   , -   ,1,Automático
63," 1,098 ", -   , -   , -   , -   , -   , 1 ,Automático
73," 1,099 ", -   , -   , -   , -   , -   ,1,Facultativo
45," 1,100 ", -   , -   , -   , -   , -   ,1,Automático
39," 1,104 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,104 ", -   , -   , -   , -   , -   ,1,Automático
26," 1,107 ", -   , -   , -   , -   , -   ,1,Automático
63," 1,109 ", -   , -   , -   , -   , -   , 2 ,Automático
57," 1,110 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 1,111 ", -   , -   , -   , -   , -   ,1,Automático
36," 1,112 ", -   , -   , -   ," 1,112 ", -   ,1,Automático
42," 1,112 ", -   , -   , -   ," 1,112 ", -   ,1,Automático
26," 1,114 ", -   , -   , -   , -   , -   ,1,Automático
54," 1,114 ", -   , -   , -   , -   , -   ,1,Automático
46," 1,115 ", -   , -   , -   , -   , -   ,1,Automático
27," 1,120 ", -   , -   , -   , -   , -   ,1,Automático
65," 1,120 ", -   , -   , -   , -   , -   , 1 ,Automático
20," 1,120 ", -   , -   , -   , -   , -   ,1,Automático
32," 1,120 ", -   , -   , -   ," 1,120 ", -   ,1,Automático
58," 1,120 ", -   , -   , -   , -   , -   ,1,Automático
28," 1,122 ", -   , -   , -   , -   , -   ,1,Automático
48," 1,122 ", -   , -   , -   , -   , -   ,1,Automático
25," 1,125 ", -   , -   , -   , -   , -   ,1,Automático
46," 1,125 ", -   , -   , -   , -   , -   ,1,Automático
37," 1,125 ", -   , -   , -   , -   , -   ,1,Automático
80," 1,125 ", -   , -   , -   , -   , -   ,1,Automático
59," 1,127 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 1,130 ", -   , -   , -   , -   , -   ,1,Automático
48," 1,131 ", -   , -   , -   , -   , -   ,1,Automático
34," 1,131 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,131 ", -   , -   , -   , -   , -   ,1,Automático
24," 1,134 ", -   , -   , -   , -   , -   ,1,Automático
71," 1,137 ", -   , -   , -   , -   , -   ,1,Automático
38," 1,137 ", -   , -   , -   , -   , -   ,1,Automático
76," 1,138 ", -   , -   , -   , -   , -   ,1,Automático
66," 1,138 ", -   , -   , -   , -   , -   , 1 ,Automático
40," 1,140 ", -   , -   , -   , -   , -   ,1,Automático
24," 1,141 ", -   , -   , -   , -   , -   ,1,Automático
21," 1,146 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,148 ", -   , -   , -   , -   , -   ,1,Automático
65," 1,149 ", -   , -   , -   , -   , -   , 1 ,Automático
47," 1,152 ", -   , -   , -   , -   , -   ,1,Automático
34," 1,155 ", -   , -   , -   , -   , -   ,1,Automático
45," 1,156 ", -   , -   , -   ," 1,156 ", -   ,1,Automático
30," 1,159 ", -   , -   , -   , -   , -   ,1,Automático
39," 1,162 ", -   , -   , -   ," 1,162 ", -   ,1,Automático
47," 1,163 ", -   , -   , -   , -   , -   ,1,Automático
52," 1,166 ", -   , -   , -   , -   , -   ,1,Automático
31," 1,171 ", -   , -   , -   , -   , -   ,1,Automático
28," 1,172 ", -   , -   , -   , -   , -   ,1,Automático
59," 1,173 ", -   , -   , -   , -   , -   ,1,Automático
53," 1,176 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,179 ", -   , -   , -   , -   , -   ,1,Automático
67," 1,180 ", -   , -   , -   ," 1,180 ", -   ,1,Automático
46," 1,184 ", -   , -   , -   , -   , -   ,1,Automático
66," 1,184 ", -   , -   , -   , -   , -   , 1 ,Automático
47," 1,185 ", -   , -   , -   , -   , -   ,1,Automático
56," 1,193 ", -   , -   , -   , -   , -   ,1,Facultativo
64," 1,197 ", -   , -   , -   , -   , -   , 1 ,Automático
31," 1,200 ", -   , -   , -   ," 1,200 ", -   ,1,Automático
40," 1,201 ", -   , -   , -   , -   , 250 ,1,Automático
37," 1,203 ", -   , -   , -   , -   , -   ,1,Automático
61," 1,206 ", -   , -   , -   ," 1,206 ", -   ,1,Automático
34," 1,212 ", -   , -   , -   , -   , -   ,1,Automático
66," 1,216 ", -   , -   , -   , -   , -   , 1 ,Automático
54," 1,218 ", -   , -   , -   , -   , -   ,1,Automático
33," 1,219 ", -   , -   , -   , -   , -   ,1,Automático
67," 1,221 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,223 ", -   , -   , -   , -   , -   ,1,Automático
35," 1,223 ", -   , -   , -   , -   , -   ,1,Automático
36," 1,229 ", -   , -   , -   ," 1,229 ", -   ,1,Automático
31," 1,232 ", -   , -   , -   , -   , -   ,1,Automático
20," 1,233 ", -   , -   , -   , -   , -   ,1,Automático
55," 1,234 ", -   , -   , -   , -   , -   ,1,Automático
42," 1,240 ", -   , -   , -   , -   , -   ,1,Automático
27," 1,242 ", -   , -   , -   , -   , -   ,1,Automático
35," 1,244 ", -   , -   , -   , -   , -   ,1,Automático
41," 1,246 ", -   , -   , -   , -   , -   ,1,Automático
31," 1,247 ", -   , -   , -   , -   , -   ,1,Automático
68," 1,249 ", -   , -   , -   , -   , -   ,1,Automático
68," 1,250 ", -   , -   , -   , -   , -   ,1,Automático
79," 1,250 ", -   , -   , -   , -   , -   ,1,Automático
26," 1,252 ", -   , -   , -   , -   , -   ,1,Automático
50," 1,252 ", -   , -   , -   , -   , -   ,1,Facultativo
55," 1,253 ", -   , -   , -   , -   , -   ,1,Automático
38," 1,256 ", -   , -   , -   , -   , -   ,1,Automático
43," 1,258 ", -   , -   , -   , -   , -   ,1,Automático
36," 1,260 ", -   , -   , -   , -   , -   ,1,Automático
20," 1,262 ", -   , -   , -   ," 1,262 ", -   ,2,Automático
35," 1,262 ", -   , -   , -   ," 1,262 ", -   ,3,Automático
27," 1,263 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,266 ", -   , -   , -   , -   , -   ,1,Automático
69," 1,269 ", -   , -   , -   , -   , -   ,1,Automático
43," 1,271 ", -   , -   , -   , -   , -   ,1,Automático
45," 1,276 ", -   , -   , -   , -   , -   ,1,Automático
65," 1,277 ", -   , -   , -   , -   , -   , 1 ,Automático
29," 1,280 ", -   , -   , -   ," 1,280 ", -   ,1,Automático
75," 1,282 ", -   , -   , -   , -   , -   ,1,Automático
59," 1,284 ", -   , -   , -   , -   , -   ,1,Automático
33," 1,290 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 1,294 ", -   , -   , -   , -   , -   ,1,Automático
67," 1,295 ", -   , -   , -   , -   , -   ,1,Automático
49," 1,301 ", -   , -   , -   , -   , -   ,1,Automático
72," 1,301 ", -   , -   , -   , -   , -   ,1,Automático
50," 1,304 ", -   , -   , -   , -   , -   ,1,Automático
61," 1,305 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 1,308 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 1,310 ", -   , -   , -   , -   , -   ,1,Automático
25," 1,311 ", -   , -   , -   , -   , -   ,1,Automático
31," 1,312 ", -   , -   , -   ," 1,312 ", -   ,1,Automático
48," 1,314 ", -   , -   , -   , -   , -   ,1,Automático
56," 1,322 ", -   , -   , -   , -   , -   ,1,Automático
33," 1,324 ", -   , -   , -   , -   , -   ,1,Automático
76," 1,325 ", -   , -   , -   , -   , -   ,1,Automático
64," 1,325 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 1,330 ", -   , -   , -   , -   , -   ,1,Automático
29," 1,330 ", -   , -   , -   , -   , -   ,1,Automático
51," 1,332 ", -   , -   , -   , -   , -   ,1,Automático
49," 1,345 ", -   , -   , -   , -   , -   ,1,Automático
40," 1,347 ", -   , -   , -   , -   , -   ,1,Automático
47," 1,347 ", -   , -   , -   , -   , -   ,1,Automático
33," 1,348 ", -   , -   , -   , -   , -   ,1,Automático
51," 1,348 ", -   , -   , -   ," 1,348 ", -   ,1,Automático
19," 1,351 ", -   , -   , -   , -   , -   ,1,Automático
50," 1,353 ", -   , -   , -   , -   , -   ,1,Automático
42," 1,353 ", -   , -   , -   , -   , -   ,1,Automático
56," 1,354 ", -   , -   , -   , -   , -   ,1,Automático
43," 1,354 ", -   , -   , -   , -   , -   ,1,Automático
42," 1,356 ", -   , -   , -   , -   , -   ,1,Automático
43," 1,358 ", -   , -   , -   , -   , -   ,1,Automático
52," 1,362 ", -   , -   , -   ," 1,362 ", -   ,1,Automático
60," 1,362 ", -   , -   , -   , -   , -   ,1,Automático
81," 1,365 ", -   , -   , -   , -   , -   ,1,Automático
38," 1,366 ", -   , -   , -   , -   , -   ,1,Automático
24," 1,368 ", -   , -   , -   , -   , -   ,1,Automático
53," 1,371 ", -   , -   , -   , -   , -   ,1,Automático
25," 1,373 ", -   , -   , -   , -   , -   ,1,Automático
58," 1,374 ", -   , -   , -   , -   , -   ,1,Automático
49," 1,376 ", -   , -   , -   , -   , -   ,1,Automático
43," 1,382 ", -   , -   , -   , -   , -   ,1,Automático
60," 1,384 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 1,389 ", -   , -   , -   , -   , -   , 1 ,Automático
31," 1,394 ", -   , -   , -   , -   , -   ,1,Automático
28," 1,410 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,411 ", -   , -   , -   , -   , -   ,1,Automático
55," 1,411 ", -   , -   , -   , -   , 250 ,1,Automático
60," 1,417 ", -   , -   , -   , -   , -   ,1,Automático
78," 1,419 ", -   , -   , -   , -   , -   ,1,Automático
46," 1,424 ", -   , -   , -   , -   , -   ,1,Automático
73," 1,428 ", -   , -   , -   , -   , -   ,1,Automático
44," 1,431 ", -   , -   , -   , -   , -   ,1,Automático
61," 1,438 ", -   , -   , -   , -   , -   ,1,Automático
26," 1,441 ", -   , -   , -   , -   , -   ,1,Automático
50," 1,445 ", -   , -   , -   , -   , -   ,1,Facultativo
